,번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
405,406,029480,바른테크놀로지,32604,통신 및 방송 장비 제조업,"61,935,285","6,193,528,500",100,원(KRW),02  -3459-0620,"서울특별시 강남구 강남대로 262 18층(도곡동, 캠코양재타워) ",1424
406,407,053030,바이넥스,32102,의약품 제조업,"31,741,048","15,870,524,000",500,원(KRW),(051)261-6611,부산광역시 사하구 다대로 368-3 ,1424
407,408,064550,바이오니아,32103,의료용품 및 기타 의약 관련제품 제조업,"22,737,191","11,368,595,500",500,원(KRW),042-936-8500,대전광역시 대덕구  문평서로 8-11 (주)바이오니아 ,1424
408,409,208710,바이오로그디바이스,32602,전자부품 제조업,"28,870,357","2,887,035,700",100,원(KRW),031-831-3696,"경기도 용인시 수지구 광교중앙로 338 (상현동, 광교우미뉴브) B동 6층 ",1424
409,410,142760,바이오리더스,137001,자연과학 및 공학 연구개발업,"19,185,525","9,592,762,500",500,원(KRW),042-934-7671,"경기도 용인시 수지구 신수로 767 7층 (동천동, 분당수지유타워 지식산업센터) ",1424
410,411,086820,바이오솔루션,32101,기초 의약물질 및 생물학적 제제 제조업,"8,091,426","4,045,713,000",500,원(KRW),02-3446-8884,"서울특별시 노원구 공릉로 232 8층 803호(공릉동, 서울테크노파크)",1424
411,412,038460,바이오스마트,32602,전자부품 제조업,"20,087,800","10,043,900,000",500,원(KRW),02-3218-9000,서울특별시 성동구 광나루로 172- ,1424
412,413,086040,바이오톡스텍,137001,자연과학 및 공학 연구개발업,"14,587,623","7,293,811,500",500,원(KRW),043-210-7777,충청북도 청주시 청원구 오창읍 연구단지로 53 ,1424
413,414,032980,바이온,74603,음·식료품 및 담배 도매업,"59,193,228","29,596,614,000",500,원(KRW),02-516-0720,충청북도 청원군  북이면 신대석성로 144 ,1424
414,415,043150,바텍,32701,의료용 기기 제조업,"14,854,256","7,427,128,000",500,원(KRW),031-679-2000,경기도 화성시  삼성1로2길 13(석우동) ,1424
415,416,267790,배럴,31401,봉제의복 제조업,"7,885,500","3,942,750,000",500,원(KRW),02-335-3176,"서울특별시 강남구 논현로 709, 4층(논현동, 로얄빌딩) ",1424
416,417,046310,백금T&A,32604,통신 및 방송 장비 제조업,"16,247,615","8,123,807,500",500,원(KRW),031-488-7900,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층 ",1424
417,418,036620,버추얼텍,74607,기타 전문 도매업,"60,559,477","30,279,738,500",500,원(KRW),02  -333 -3012,"서울특별시 서초구 방배로 162 서울시 서초구 방배로 162, 4층(예광빌딩) ",1424
418,419,066410,버킷스튜디오,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","31,632,080","15,816,040,000",500,원(KRW),(02)3452-5079,서울특별시 강남구 언주로135길 21 - ,1424
419,420,019010,베뉴지,74701,종합 소매업,"48,200,000","24,100,000,000",500,원(KRW),02-3665-0101,서울특별시 강남구 선릉로62길 15 ,1424
420,421,177350,베셀,32902,특수 목적용 기계 제조업,"11,192,368","5,596,184,000",500,원(KRW),031-683-3953,경기도 수원시 권선구 산업로155번길 281 -,1424
421,422,299910,베스파,105802,소프트웨어 개발 및 공급업,"8,071,688","4,035,844,000",500,원(KRW),02-6954-0889,"서울특별시 강남구 테헤란로83길 15, 제이엠빌딩 9층 &nbsp",1424
422,423,225530,보광산업,32309,기타 비금속 광물제품 제조업,"36,110,833","18,055,416,500",500,원(KRW),053-384-0881,대구광역시 북구 유통단지로3길 40 &nbsp,1424
423,424,250000,보라티알,74603,음·식료품 및 담배 도매업,"6,750,733","3,375,366,500",500,원(KRW),02-538-3373,"서울특별시 강남구 학동로 506, 4층 (삼성동, 보라빌딩) &nbsp",1424
424,425,006910,보성파워텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","46,073,059","23,036,529,500",500,원(KRW),031 -491 -0311,충청북도 충주시 주덕읍 대창길 70 -,1424
425,426,226340,본느,32004,기타 화학제품 제조업,"30,699,596","3,069,959,600",100,원(KRW),02-3787-2429,서울특별시 송파구 송파대로22길 5-15 -,1424
427,428,008470,부스타,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","8,404,800","4,202,400,000",500,원(KRW),043-536-9107,충청북도 진천군  이월면 고등2길 18 (주)부스타보일러 ,1424
428,429,100120,뷰웍스,32701,의료용 기기 제조업,"10,001,865","5,000,932,500",500,원(KRW),070-7011-6190,경기도 안양시 동안구 부림로 17041-3 ,1424
429,430,066980,브레인콘텐츠,106309,기타 정보 서비스업,"158,418,281","79,209,140,500",500,원(KRW),02-2017-7933,서울특별시 강남구 테헤란로 325 어반벤치빌딩 14층 ,1424
430,431,064480,브리지텍,105802,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000",500,원(KRW),02-3430-4114,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층 ",1424
431,432,288330,브릿지바이오,32101,기초 의약물질 및 생물학적 제제 제조업,"6,387,058","3,193,529,000",500,원(KRW),031-8092-3280,"경기도 성남시 분당구 판교로 255번길 58, 303호 (삼평동, 씨즈타워) ",1424
432,433,251630,브이원텍,32902,특수 목적용 기계 제조업,"15,050,580","7,525,290,000",500,원(KRW),031-607-5540,"경기도 성남시 분당구 대왕판교로 660, A-710 (삼평동, 유스페이스1) &nbsp",1424
433,434,018290,브이티지엠피,32603,컴퓨터 및 주변장치 제조업,"34,002,081","17,001,040,500",500,원(KRW),031 -943 -4600,경기도 파주시  산업단지길 139 (주)G.M.P ,1424
434,435,263920,블러썸엠앤씨,33309,그외 기타 제품 제조업,"13,723,172","6,861,586,000",500,원(KRW),032-722-3456,인천광역시 서구 원적로7번길 29 (주)에스엔피월드 ,1424
435,436,033560,블루콤,32605,영상 및 음향기기 제조업,"18,088,047","9,600,000,000",500,원(KRW),032-810-0500,인천광역시 연수구  벤처로 116 (주)블루콤 ,1424
436,437,121800,비덴트,32604,통신 및 방송 장비 제조업,"33,991,523","16,995,761,500",500,원(KRW),070-8668-6611,"서울특별시 금천구  가산디지털1로 84 (가산동, 에이스하이엔드 8차 12층)",1424
437,438,148140,비디아이,32901,일반 목적용 기계 제조업,"16,880,626","8,440,313,000",500,원(KRW),02-2082-8890,경기도 화성시 팔탄면 서해로 1155 &nbsp,1424
438,439,200780,비씨월드제약,32102,의약품 제조업,"8,892,384","1,778,476,800",200,원(KRW),031-881-6800,경기도 여주시 가남읍 여주남로 872-23 ,1424
439,440,141000,비아트론,32902,특수 목적용 기계 제조업,"12,114,710","6,057,355,000",500,원(KRW),070-4016-3200,경기도 수원시 권선구 산업로155번길 139 (고색동),1424
440,441,090460,비에이치,32602,전자부품 제조업,"33,428,669","16,714,334,500",500,원(KRW),032-510-2000,인천광역시 부평구  평천로199번길 25 ,1424
441,442,083650,비에이치아이,32901,일반 목적용 기계 제조업,"26,000,000","13,000,000,000",500,원(KRW),055-585-3800,경상남도 함안군  군북면 장백로 122 ,1424
442,443,086670,비엠티,32901,일반 목적용 기계 제조업,"8,146,529","4,073,264,500",500,원(KRW),055-783-1000,경상남도 양산시  산막공단남11길 35 (주)BMT ,1424
443,444,138580,비즈니스온,105802,소프트웨어 개발 및 공급업,"9,544,940","4,772,470,000",500,원(KRW),02-559-0800,서울특별시 성동구 광나루로 172 3층 ,1424
444,445,082920,비츠로셀,32802,일차전지 및 축전지 제조업,"21,539,152","10,769,576,000",500,원(KRW),041-330-0236,충청남도 당진시 합덕읍 인더스파크로 70 - ,1424
445,446,054220,비츠로시스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","31,309,978","15,654,989,000",500,원(KRW),(02)460-2000,서울특별시 서대문구 신촌역로 7 신촌푸르지오시티 3층 ,1424
447,448,032850,비트컴퓨터,105802,소프트웨어 개발 및 공급업,"16,623,293","8,311,646,500",500,원(KRW),02  -3486-1234,서울특별시 서초구 서초대로74길 33 ,1424
448,449,238200,비피도,31007,기타 식품 제조업,"4,090,000","2,045,000,000",500,원(KRW),033-435-4962,강원도 홍천군 홍천읍 농공단지길 23-16 ,1424
449,450,093190,빅솔론,32603,컴퓨터 및 주변장치 제조업,"19,238,905","9,619,452,500",500,원(KRW),031-218-5500,"경기도 성남시 분당구  판교역로241번길 20 삼평동, 미래에셋벤처타워 7층,8층",1424
450,451,065450,빅텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","27,730,883","5,546,176,600",200,원(KRW),(031)631-7301,경기도 이천시  마장면 덕이로 180-31 ,1424
451,452,072950,빛샘전자,32602,전자부품 제조업,"6,000,000","3,000,000,000",500,원(KRW),031-288 -3420,경기도 용인시 기흥구  언동로 53-11 빛샘전자 (청덕동),1424
452,453,143240,사람인에이치알,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","11,659,263","5,829,631,500",500,원(KRW),02-2025-4733,서울특별시 구로구  디지털로34길 43 코오롱싸이언스밸리1차 201호,1424
453,454,100090,삼강엠앤티,32401,1차 철강 제조업,"33,169,369","16,584,684,500",500,원(KRW),055-391-7020,경상남도 고성군 동해면 내산리 159-13 ,1424
454,455,122350,삼기오토모티브,33003,자동차 신품 부품 제조업,"36,648,340","3,664,834,000",100,원(KRW),031-680-0826,경기도 평택시 포승읍 도곡리 1217 ,1424
455,456,014970,삼륭물산,31702,"골판지, 종이 상자 및 종이용기 제조업","15,125,000","7,562,500,000",500,원(KRW),02-499-0091,경기도 파주시 월롱면 통일로644번길 35 ,1424
456,457,018310,삼목에스폼,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","14,700,000","7,350,000,000",500,원(KRW),02  -561 -0941,경기도 안성시  미양면 안성맞춤대로 474-40 ,1424
457,458,053700,삼보모터스,33003,자동차 신품 부품 제조업,"16,782,027","8,391,013,500",500,원(KRW),053-582-9230,대구광역시 달서구  성서동로 142 ,1424
458,459,009620,삼보산업,32402,1차 비철금속 제조업,"38,092,246","3,809,224,600",100,원(KRW),055 -552-7130 -,경상남도 창원시 진해구  남의로21번길 36 ,1424
459,460,023600,삼보판지,31701,"펄프, 종이 및 판지 제조업","16,170,000","8,085,000,000",500,원(KRW),031-319-6523,경기도 시흥시 공단1대로28번길 120 (정왕동) ,1424
460,461,111870,삼본전자,32605,영상 및 음향기기 제조업,"70,555,601","35,277,800,500",500,원(KRW),032-683-7300,경기도 부천시 오정구  삼작로107번길 52 ,1424
461,462,309930,삼성머스트스팩3호,116601,금융 지원 서비스업,"4,590,000","459,000,000",100,원(KRW),02-2020-7637,서울특별시 서초구 서초대로74길 11 ,1424
462,463,291230,삼성스팩2호,116601,금융 지원 서비스업,"7,550,000","755,000,000",100,원(KRW),02-2020-7562,서울특별시 서초구 서초대로74길 11 ,1424
463,464,009300,삼아제약,32102,의약품 제조업,"6,370,000","6,370,000,000","1,000",원(KRW),02-2056-7200,강원도 원주시 문막읍 동화공단로 49 ,1424
464,465,225190,삼양옵틱스,32703,사진장비 및 광학기기 제조업,"10,090,000","5,045,000,000",500,원(KRW),055-250-5600,경상남도 창원시 마산회원구 자유무역6길 123 ,1424
465,466,054540,삼영엠텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업","13,000,000","6,772,413,500",500,원(KRW),(055)589-7000,경상남도 함안군 칠서면 삼칠로 631-35 ,1424
466,467,065570,삼영이엔씨,32604,통신 및 방송 장비 제조업,"8,800,000","4,400,000,000",500,원(KRW),(051)601-6666,부산광역시 영도구  상리로 69 ,1424
467,468,032280,삼일,84903,도로 화물 운송업,"16,213,590","16,213,590,000","1,000",원(KRW),054 -289 -1061,경상북도 포항시 남구 대송면 송덕로 125-15(옥명리) ,1424
468,469,002290,삼일기업공사,64101,건물 건설업,"12,400,000","6,200,000,000",500,원(KRW),02  -564 -3131,서울특별시 강남구  언주로 329 ,1424
469,470,037460,삼지전자,32604,통신 및 방송 장비 제조업,"16,318,522","8,309,261,000",500,원(KRW),02-850-8031,경기도 화성시 금곡로 63-27 삼지전자,1424
470,471,032750,삼진,32604,통신 및 방송 장비 제조업,"6,000,000","3,000,000,000",500,원(KRW),031 -467 -5847,경기도 안양시 만안구  안양천서로 81 (주)삼진 ,1424
471,472,054090,삼진엘앤디,33309,그외 기타 제품 제조업,"24,959,232","12,479,616,000",500,원(KRW),031-379-2000,경기도 화성시 동탄면 동탄기흥로 64-17 ,1424
472,473,000250,삼천당제약,32102,의약품 제조업,"22,569,369","11,284,684,500",500,원(KRW),02-2046-1235,경기도 화성시 향남읍 제약공단2길 71 ,1424
473,474,024950,삼천리자전거,74604,생활용품 도매업,"13,273,577","6,636,788,500",500,원(KRW),02  -2194-3021,서울특별시 강남구 테헤란로 445 (삼성동) ,1424
474,475,038500,삼표시멘트,32309,기타 비금속 광물제품 제조업,"107,357,173","53,678,586,500",500,원(KRW),02-3770-3000,강원도 삼척시  동양길 20 ,1424
475,476,017480,삼현철강,32401,1차 철강 제조업,"15,702,890","8,551,445,000",500,원(KRW),055 -252 -6060,경상남도 창원시 의창구 평산로70번길 36 -,1424
476,477,046390,삼화네트웍스,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","43,172,933","8,634,586,600",200,원(KRW),02-3454-1500,서울특별시 강남구 선릉로91길 8 신아트스페이스빌딩 5층,1424
477,478,027580,상보,32202,플라스틱제품 제조업,"46,697,997","23,348,998,500",500,원(KRW),031-987-9900,경기도 김포시 통진읍 대서명로 50 ,1424
478,479,038540,상상인,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","55,328,313","57,187,237,000","1,000",원(KRW),02-2167-8500,경기도 성남시 분당구 황새울로 358 -,1424
479,480,307870,상상인이안1호스팩,116601,금융 지원 서비스업,"4,750,000","475,000,000",100,원(KRW),02-3779-3337,"서울특별시 강남구 테헤란로 424 20층(대치동, 대치타워)",1424
480,481,329560,상상인이안제2호스팩,116601,금융 지원 서비스업,"3,850,000","385,000,000",100,원(KRW),02-3779-3140,"서울특별시 강남구 테헤란로 424 20층(대치동, 대치타워)",1424
481,482,101000,상상인인더스트리,32902,특수 목적용 기계 제조업,"63,320,603","31,660,301,500",500,원(KRW),055-720-3000,전라남도 광양시 광양읍 율촌산단3로 116 -,1424
482,483,091580,상신이디피,32802,일차전지 및 축전지 제조업,"12,665,050","6,332,525,000",500,원(KRW),041-583-5027,충청남도 천안시 서북구 직산읍 4산단6길 57 -,1424
483,484,263810,상신전자,32602,전자부품 제조업,"14,244,718","7,122,359,000",500,원(KRW),055-343-3826,경상남도 김해시 진영읍 본산로269번길 16-34 &nbsp,1424
484,485,089980,상아프론테크,32202,플라스틱제품 제조업,"15,724,765","7,862,382,500",500,원(KRW),032-451-7700,인천광역시 남동구  남동대로369번길 18 ,1424
485,486,042940,상지카일룸,64101,건물 건설업,"52,137,435","26,068,717,500",500,원(KRW),02-517-5174,"서울특별시 강남구 테헤란로4길 14 13층(역삼동, 미림타워) ",1424
486,487,042600,새로닉스,32602,전자부품 제조업,"12,423,574","6,211,787,000",500,원(KRW),054-463-7945,경상북도 구미시  수출대로9길 36 (주)새로닉스 ,1424
487,488,263540,샘코,33103,"항공기,우주선 및 부품 제조업","10,612,945","5,306,472,500",500,원(KRW),055-850-7700,경상남도 사천시 사남면 해안산업로 381 ,1424
488,489,294630,서남,32809,기타 전기장비 제조업,"20,365,160","10,182,580,000",500,원(KRW),031-655-4336,경기도 안성시 원곡면 승량길 52 &nbsp,1424
489,490,038070,서린바이오,74607,기타 전문 도매업,"8,000,676","4,000,338,000",500,원(KRW),031-628-3000,경기도 성남시 분당구 삼평동 694-1 코리아바이오파크(KOREA BIO PARK) A동 4층 ,1424
